LETRA;NÚMERO;CLASSIF;DESCRICAO;DESCRABREV;REFER
Y;50;;Efeitos adversos de estimulantes do sistema nervoso central, não classificados em outra parte;Y50   Estimulantes do sist nervoso central NCOP;
Y;51;;Efeitos adversos de drogas que atuam primariamente sobre o sistema nervoso autônomo;Y51   Drogas que atuam prim s/sist nerv auton;
Y;52;;Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular;Y52   Subst que atuam prim aparelho cardiovascular;
Y;53;;Efeitos adversos de substâncias que atuam primariamente sobre o aparelho gastrointestinal;Y53   Subst que atuam prim aparelho gastrointest;
Y;54;;Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico;Y54   Subst atuam prim metab agua sais min ac uric;
Y;55;;Efeitos adversos de substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório;Y55   Subst atuam prim musc lisos esquelet ap resp;
Y;56;;Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário;Y56   Subst topic pele membr muc uso oft otor dent;
Y;57;;Efeitos adversos de outras drogas e medicamentos e as não especificadas;Y57   Outr drogas e medicamentos e as NE;
Y;58;;Efeitos adversos de vacinas bacterianas;Y58   Vacinas bacter;
Y;59;;Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas;Y59   Outr vacinas e subst biologicas e as NE;
Y;60;;Corte, punção, perfuração ou hemorragia acidentais durante a prestação de cuidados médicos ou cirúrgicos;Y60   Cort punc perf hemorr acid cuid med cirurg;
Y;61;;Objeto estranho deixado acidentalmente no corpo durante a prestação de cuidados cirúrgicos e médicos;Y61   Obj estranho deix acid prest cuid cirurg med;
Y;62;;Assepsia insuficiente durante a prestação de cuidados cirúrgicos e médicos;Y62   Asseps insuf prest cuidados cirurg e medicos;
Y;63;;Erros de dosagem durante a prestação de cuidados médicos e cirúrgicos;Y63   Erros dosagem prest cuidados med e cirurg;
Y;64;;Medicamentos ou substâncias biológicas contaminados;Y64   Medicamentos ou subst biolog contaminados;
Y;65;;Outros acidentes durante a prestação de cuidados médicos e cirúrgicos;Y65   Outr acid durante prest cuid medic cirurg;
Y;66;;Não administração de cuidado médico e cirúrgico;Y66   Nao admin de cuidado medico e cirurgico;
Y;69;;Acidente não especificado durante a prestação de cuidado médico e cirúrgico;Y69   Acid NE durante prest cuidado medic cirurg;
Y;70;;Dispositivos (aparelhos) de anestesiologia, associados a incidentes adversos;Y70   Disp anestesiologia assoc incid adversos;
Y;71;;Dispositivos (aparelhos) cardiovasculares, associados a incidentes adversos;Y71   Disp cardiovasculares assoc incid adversos;
Y;72;;Dispositivos (aparelhos) utilizados em otorrinolaringologia, associados a incidentes adversos;Y72   Disp utiliz otorrino assoc incid adversos;
Y;73;;Dispositivos (aparelhos) usados em gastroenterologia e em urologia, associados a incidentes adversos;Y73   Disp usados gastroent urolog assoc incid adv;
Y;74;;Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, associados a incidentes adversos;Y74   Disp gerais uso hosp pessoal assoc incid adv;
Y;75;;Dispositivos (aparelhos) utilizados em neurologia, associados a incidentes adversos;Y75   Disp utiliz neurolog assoc incid adversos;
Y;76;;Dispositivos (aparelhos) utilizados em obstetrícia e em ginecologia, associados a incidentes adversos;Y76   Disp utiliz obstetr ginec assoc incid adv;
Y;77;;Dispositivos (aparelhos) utilizados em oftalmologia, associados a incidentes adversos;Y77   Disp utiliz oftalmo assoc incid adversos;
Y;78;;Dispositivos (aparelhos) utilizados em radiologia, associados a incidentes adversos;Y78   Disp utiliz radiologia assoc incid adversos;
Y;79;;Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos;Y79   Disp ortopedicos assoc a incidentes adversos;
Y;80;;Dispositivos (aparelhos) utilizados em medicina física (fisiatria), associado a incidentes adversos;Y80   Disp utiliz med fisica assoc incid adversos;
Y;81;;Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos;Y81   Disp util cirurg geral plast assoc incid adv;
Y;82;;Outros dispositivos (aparelhos) associados a incidentes adversos e os não especificados;Y82   Outr disp assoc incidentes adversos e os NE;
Y;83;;Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica e por outros atos cirúrgicos, sem menção de acidente durante a intervenção;Y83   Reac anorm compl tard interv cirurg s/acid;
Y;84;;Reação anormal em paciente ou complicação tardia, causadas por outros procedimentos médicos, sem menção de acidente durante o procedimento;Y84   Reac anorm compl tard out proc med s/acid;
Y;85;;Seqüelas de acidentes de transporte;Y85   Sequelas de acid transp;
Y;86;;Seqüelas de outros acidentes;Y86   Sequelas de outr acid;
Y;87;;Seqüelas de uma lesão autoprovocada intencionalmente, de agressão ou de um fato cuja intenção é indeterminada;Y87   Seq lesao autopr inten agress fato int indet;
Y;88;;Seqüelas de cuidado médico ou cirúrgico considerados como uma causa externa;Y88   Sequelas cuid med cirurg consid causa ext;
Y;89;;Seqüelas de outras causas externas;Y89   Sequelas de outr causas externas;
Y;90;;Evidência de alcoolismo determinada por taxas de alcoolemia;Y90   Evidencia alcoolismo det p/taxas alcoolemia;
Y;91;;Evidência de alcoolismo determinada pelo nível da intoxicação;Y91   Evidencia alcoolismo determ p/nivel da intox;
Y;95;;Circunstância relativa as condições nosocomiais (hospitalares);Y95   Circunst relat condicoes nosocomiais;
Y;96;;Circunstância relativa às condições de trabalho;Y96   Circunst relat condicoes de trabalho;
Y;97;;Circunstâncias relativas a condições de poluição ambiental;Y97   Circunst relat condicoes poluicao ambiental;
Y;98;;Circunstâncias relativas a condições do modo de vida;Y98   Circunst relat condicoes do modo de vida;
Z;0;;Exame geral e investigação de pessoas sem queixas ou diagnóstico relatado;Z00   Exame geral invest pess s/queix diagn relat;
Z;1;;Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado;Z01   Outr exam invest esp pess s/queix diag relat;
Z;2;;Exame médico e consulta com finalidades administrativas;Z02   Exame med e consulta c/finalid admin;
Z;3;;Observação e avaliação médica por doenças e afecções suspeitas;Z03   Observ avaliacao med doenc afecc suspeitas;
Z;4;;Exame e observação por outras razões;Z04   Exame e observacao p/outr razoes;
Z;8;;Exame de seguimento após tratamento por neoplasia maligna;Z08   Exame seguim apos tratamento p/neopl malig;
Z;9;;Exame de seguimento após tratamento de outras afecções que não neoplasias malignas;Z09   Exame seguim apos trat out afec n neop malig;
Z;10;;"Exame geral de rotina (""check up"") de uma subpopulação definida";Z10   Exame geral de rotina subpopulacao definida;
Z;11;;"Exame especial de rastreamento (""screening"") de doenças infecciosas e parasitárias";Z11   Exame esp rastr doenc infecc parasit;
Z;12;;"Exame especial de rastreamento (""screening"") de neoplasias";Z12   Exame especial rastr de neoplasias;
Z;13;;"Exame especial de rastreamento (""screening"") de outros transtornos e doenças";Z13   Exame especial rastr de outr transt e doenc;
Z;20;;Contato com e exposição a doenças transmissíveis;Z20   Contato exposicao a doenc transmissiveis;
Z;21;;Estado de infecção assintomática pelo vírus da imunodeficiência humana [HIV];Z21   Estado de infecc assintomatica p/HIV;
Z;22;;Portador de doença infecciosa;Z22   Portador de doenc infecc;
Z;23;;Necessidade de imunização contra uma única doença bacteriana;Z23   Necess imuniz contra unica doenc bacter;
Z;24;;Necessidade de imunização contra algumas doenças virais únicas;Z24   Necess imuniz contra alg doenc virais unicas;
Z;25;;Necessidade de imunização contra outras doenças virais únicas;Z25   Necess imuniz contra outr doenc virais unic;
Z;26;;Necessidade de imunização contra outras doenças infecciosas únicas;Z26   Necess imuniz outr doenc infecc unicas;
Z;27;;Necessidade de imunização associada contra combinações de doenças infecciosas;Z27   Necess imuniz assoc contra comb doenc infecc;
Z;28;;Imunização não realizada;Z28   Imuniz nao realizada;
Z;29;;Necessidade de outras medidas profiláticas;Z29   Necessidade de outr medidas profilaticas;
Z;30;;Anticoncepção;Z30   Anticoncepcao;
Z;31;;Medidas de procriação;Z31   Medidas de procriacao;
Z;32;;Exame ou teste de gravidez;Z32   Exame ou teste de gravidez;
Z;33;;Gravidez como achado casual;Z33   Gravidez como achado casual;
Z;34;;Supervisão de gravidez normal;Z34   Supervisao de gravidez normal;
Z;35;;Supervisão de gravidez de alto risco;Z35   Supervisao de gravidez de alto risco;
Z;36;;"Rastreamento (""screening"") pré-natal";Z36   Rastr pre-natal;
Z;37;;Resultado do parto;Z37   Resultado do parto;
Z;38;;Nascidos vivos [nado-vivos] segundo o local de nascimento;Z38   Nascidos vivos segundo o local de nascimento;
Z;39;;Assistência e exame pós-natal;Z39   Assist e exame pos-natal;
Z;40;;Cirurgia profilática;Z40   Cirurgia profilatica;
Z;41;;Procedimentos para outros propósitos exceto cuidados de saúde;Z41   Proced p/outr propositos exc cuidados saude;
Z;42;;Seguimento envolvendo cirurgia plástica;Z42   Seguimento envolv cirurgia plastica;
Z;43;;Atenção a orifícios artificiais;Z43   Atencao a orificios artificiais;
Z;44;;Colocação e ajustamento de aparelhos de prótese externa;Z44   Coloc ajust aparelhos de protese externa;
Z;45;;Ajustamento e manuseio de dispositivo implantado;Z45   Ajustamento e manuseio de disp implantado;
Z;46;;Colocação e ajustamento de outros aparelhos;Z46   Colocacao e ajustamento de outr aparelhos;
Z;47;;Outros cuidados de seguimento ortopédico;Z47   Outr cuidados de seguimento ortopedico;
Z;48;;Outro seguimento cirúrgico;Z48   Outr seguimento cirurgico;
Z;49;;Cuidados envolvendo diálise;Z49   Cuidados envolv dialise;
Z;50;;Cuidados envolvendo o uso de procedimentos de reabilitação;Z50   Cuidados envolv uso proced de reabilitacao;
Z;51;;Outros cuidados médicos;Z51   Outr cuidados medicos;
Z;52;;Doadores de órgãos e tecidos;Z52   Doadores de orgaos e tec;
Z;53;;Pessoas em contato com serviços de saúde para procedimentos específicos não realizados;Z53   Pessoas cont serv saude proced esp n realiz;
Z;54;;Convalescença;Z54   Convalescenca;
Z;55;;Problemas relacionados com a educação e com a alfabetização;Z55   Problemas relac educacao e alfabetizacao;
Z;56;;Problemas relacionados com o emprego e com o desemprego;Z56   Problemas relacionados emprego e desemprego;
Z;57;;Exposição ocupacional a fatores de risco;Z57   Exposicao ocupacional a fatores de risco;
Z;58;;Problemas relacionados com o ambiente físico;Z58   Problemas relacionados c/o ambiente fisico;
Z;59;;Problemas relacionados com a habitação e com as condições econômicas;Z59   Probl relac habitacao e  cond economicas;
Z;60;;Problemas relacionados com o meio social;Z60   Problemas relacionados c/o meio social;
Z;61;;Problemas relacionados com eventos negativos de vida na infância;Z61   Problemas relac eventos negat vida infancia;
Z;62;;Outros problemas relacionados com a educação da criança;Z62   Outr probl relac c/a educacao da crianca;
Z;63;;Outros problemas relacionados com o grupo primário de apoio, inclusive com a situação familiar;Z63   Outr probl rel grupo prim apoio incl sit fam;
Z;64;;Problemas relacionados com algumas outras circunstâncias psicossociais;Z64   Problemas relac algumas outr circ psicossoc;
Z;65;;Problemas relacionados com outras circunstâncias psicossociais;Z65   Probl relac outr circunstancias psicossoc;
Z;70;;Aconselhamento relativo às atitudes, comportamento e orientação em matéria de sexualidade;Z70   Aconselh relat atit comport orient sexualid;
Z;71;;Pessoas em contato com os serviços de saúde para outros aconselhamentos e conselho médico, não classificados em outra parte;Z71   Pess cont serv saud outr acons cons med NCOP;
Z;72;;Problemas relacionados com o estilo de vida;Z72   Problemas relacionados c/o estilo de vida;
Z;73;;Problemas relacionados com a organização de seu modo de vida;Z73   Problemas relacionados c/a organiz modo vida;
Z;74;;Problemas relacionados com a dependência de uma pessoa que oferece cuidados de saúde;Z74   Probl relac depend pess q oferece cuid saude;
Z;75;;Problemas relacionados com as facilidades médicas e outros cuidados de saúde;Z75   Probl relac facilid medic outr cuid saude;
Z;76;;Pessoas em contato com os serviços de saúde em outras circunstâncias;Z76   Pessoas cont serv saude em outr circunst;
Z;80;;História familiar de neoplasia maligna;Z80   Historia familiar de neopl malig;
Z;81;;História familiar de transtornos mentais e comportamentais;Z81   Historia familiar transt mentais e comport;
Z;82;;História familiar de algumas incapacidades e doenças crônicas que conduzem a incapacitação;Z82   Hist fam alg incap doenc cron incapacitacao;
Z;83;;História familiar de outros transtornos específicos;Z83   Historia familiar de outr transt especificos;
Z;84;;História familiar de outras afecções;Z84   Historia familiar de outr afeccoes;
Z;85;;História pessoal de neoplasia maligna;Z85   Historia pessoal de neopl malig;
Z;86;;História pessoal de algumas outras doenças;Z86   Historia pessoal de algumas outr doenc;
Z;87;;História pessoal de outras doenças e afecções;Z87   Historia pessoal de outr doenc e afeccoes;
Z;88;;História pessoal de alergia a drogas, medicamentos e a substâncias biológicas;Z88   Hist pess alergia drog medic subst biolog;
